OverallQual,GrLivArea,GarageArea,TotalBsmtSF,FullBath,MasVnrArea,Fireplaces,BsmtFinSF1,LotFrontage,WoodDeckSF,2ndFlrSF,OpenPorchSF,HalfBath,property_age,year_since_remod,ExterQual,KitchenQual,BsmtQual,HeatingQC,BsmtExposure,BsmtFinType1,GarageFinish,PavedDrive,LotShape,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Foundation_Stone,Foundation_Wood,GarageType_Attchd,GarageType_Basment,GarageType_BuiltIn,GarageType_CarPort,GarageType_Detchd,GarageType_None,MSZoning_FV,MSZoning_RH,MSZoning_RL,MSZoning_RM,SaleCondition_AdjLand,SaleCondition_Alloca,SaleCondition_Family,SaleCondition_Normal,SaleCondition_Partial,CentralAir,Neighborhood,SalePrice_log
6,1839,442,756,1,351.0,1,0,70.0,0,788,124,1,44,44,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.951180395901384
4,630,0,630,1,0.0,0,131,21.0,0,0,0,0,37,37,3.0,3.0,4.0,4.0,3.0,4.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.344506813345266
7,1665,562,813,2,0.0,0,0,65.0,0,843,0,1,1,1,4.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.235388699864227
4,1510,296,755,1,0.0,1,0,60.0,120,755,0,0,69,59,3.0,3.0,3.0,3.0,2.0,1.0,1.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.589886506106357
7,1716,512,880,2,0.0,1,0,70.0,0,807,120,1,13,13,4.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.160028707028767
6,1469,216,756,1,0.0,0,0,60.0,57,713,0,0,102,13,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.813030057420567
8,2113,839,2109,2,660.0,1,1696,91.0,236,0,46,1,13,13,4.0,4.0,4.0,5.0,4.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.765688433465597
6,1092,264,525,1,381.0,0,0,21.0,0,567,0,1,39,39,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1,1,11.385092093460344
5,1053,312,1053,1,54.0,0,806,72.0,0,0,0,1,49,2,4.0,4.0,3.0,5.0,1.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.887931365593685
7,1502,270,776,1,0.0,1,0,60.0,0,651,0,1,77,8,3.0,3.0,4.0,3.0,1.0,1.0,2.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,11.911701584927597
6,1458,330,912,1,0.0,1,0,78.0,192,546,0,0,62,60,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11.487607656985938
5,1486,480,1486,1,0.0,0,637,75.0,0,0,0,0,45,10,3.0,3.0,3.0,5.0,1.0,4.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,12.025749091398891
7,1935,550,793,2,233.0,1,0,80.0,0,793,113,1,31,31,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.195517131590657
8,2448,711,1629,2,528.0,1,1361,52.0,517,762,76,1,15,4,4.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.904207367601158
6,1392,576,1392,1,216.0,2,0,120.0,0,0,0,0,41,41,3.0,3.0,2.0,4.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.608235644774552
4,1181,588,1138,2,0.0,0,920,90.0,0,0,0,0,36,36,3.0,3.0,4.0,3.0,3.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.831379196088763
8,2097,1134,2077,1,0.0,1,1721,49.0,192,0,267,1,1,0,4.0,5.0,5.0,5.0,2.0,6.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,12.955127458028414
8,1936,504,1406,2,40.0,1,0,106.0,188,482,124,1,6,6,4.0,4.0,4.0,5.0,1.0,1.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.348006141418841
6,2380,596,1021,2,113.0,1,187,73.0,0,915,265,1,42,28,3.0,3.0,4.0,3.0,1.0,2.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11.76756768334381
6,1679,575,1408,2,258.0,1,1138,65.0,224,0,42,0,14,10,3.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.173032791451973
5,1437,576,1188,1,0.0,1,988,71.0,304,0,0,1,50,19,3.0,3.0,3.0,4.0,1.0,3.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,12.031719258385396
4,1180,252,700,1,0.0,1,0,80.0,0,0,0,0,84,56,3.0,2.0,2.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,11.831379196088763
6,1476,540,738,2,0.0,0,193,64.0,100,738,35,1,4,4,4.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.063932878369052
6,1369,300,672,2,0.0,0,551,54.0,147,672,0,0,84,59,3.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,11.54829260880752
6,1208,546,1208,1,0.0,1,767,68.0,198,0,42,1,29,29,4.0,3.0,4.0,3.0,1.0,5.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.013700752882718
6,1839,416,1477,2,106.0,2,1186,110.0,0,0,87,0,50,3,3.0,4.0,3.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.458774999085929
6,1136,384,1136,1,0.0,1,892,80.0,426,0,0,0,43,43,3.0,3.0,3.0,3.0,1.0,3.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.84939770159144
6,1441,440,855,2,0.0,1,311,24.0,28,586,0,1,31,31,3.0,3.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.908340237224891
4,1774,779,1095,2,0.0,0,0,60.0,0,679,0,0,106,56,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,11.37366339763672
5,792,240,768,1,0.0,0,0,52.0,316,0,0,0,85,3,4.0,4.0,3.0,5.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.603679828238693
8,2046,834,2046,2,464.0,1,0,80.0,322,0,82,1,1,1,4.0,4.0,5.0,5.0,2.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,12.827992316801751
5,988,572,988,1,57.0,0,827,71.0,0,0,0,0,46,46,3.0,3.0,3.0,3.0,1.0,3.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.763684183317412
6,923,264,923,2,0.0,1,543,50.0,80,0,0,0,30,30,3.0,3.0,4.0,3.0,1.0,4.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.870599909242044
5,1520,281,793,1,0.0,0,182,55.0,0,672,0,0,77,9,3.0,3.0,3.0,5.0,1.0,3.0,1.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11.979385322467598
6,1291,431,1291,1,0.0,1,1003,80.0,307,0,0,0,12,11,3.0,4.0,4.0,5.0,2.0,6.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.061046873479915
9,1668,702,1626,2,215.0,1,1059,90.0,257,0,45,0,5,5,4.0,4.0,4.0,5.0,3.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.560244459250788
7,1839,486,1195,2,30.0,0,0,58.0,0,644,81,1,12,12,4.0,3.0,4.0,4.0,1.0,1.0,3.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.30591798049989
7,2090,577,1190,2,0.0,1,828,61.5,219,900,0,0,23,23,4.0,4.0,4.0,4.0,2.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.24288661865289
7,1761,578,874,3,0.0,0,0,84.0,144,887,105,0,0,0,4.0,4.0,4.0,5.0,1.0,1.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,4,12.336552511980964
7,1102,480,551,2,0.0,0,239,73.5,0,551,60,1,3,3,4.0,4.0,4.0,5.0,1.0,6.0,1.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,11.910358401381128
8,1419,567,1419,2,0.0,1,945,60.0,140,0,0,0,0,0,4.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,12.8790171187726
6,1362,460,1362,2,256.0,1,20,61.0,192,0,28,0,2,1,4.0,4.0,4.0,5.0,3.0,5.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.17921519136029
6,848,420,848,1,147.0,1,697,70.0,149,0,0,0,4,4,4.0,4.0,4.0,5.0,4.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,11.856515169360305
10,4316,832,2444,3,1170.0,2,1455,104.0,382,1872,50,1,13,12,5.0,5.0,5.0,5.0,4.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,13.534473028231162
7,2519,628,1210,2,293.0,2,965,42.0,320,1281,27,1,17,16,4.0,4.0,4.0,5.0,4.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.721885810807203
5,1073,326,1073,1,0.0,0,0,60.0,0,0,0,0,85,38,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11.594321103174222
5,1539,576,927,1,0.0,0,0,51.0,112,472,0,1,73,59,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.86005499606543
6,1137,551,1112,2,72.0,1,980,54.0,125,0,0,0,19,19,3.0,4.0,4.0,4.0,1.0,6.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.078239274020289
5,616,205,616,1,0.0,0,616,50.0,0,0,0,0,85,56,3.0,3.0,3.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.396391648714276
5,1148,308,980,1,0.0,0,210,57.0,0,0,0,0,54,54,3.0,3.0,5.0,2.0,2.0,2.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.72399643505017
5,894,336,894,1,0.0,1,553,65.0,416,0,144,0,45,1,3.0,3.0,3.0,5.0,1.0,6.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.83862560460953
7,1391,530,1391,2,0.0,0,16,59.0,156,0,158,0,4,4,4.0,4.0,4.0,5.0,2.0,6.0,2.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.185869938212655
8,1800,765,1800,2,630.0,1,1274,85.0,270,0,78,0,4,4,4.0,4.0,5.0,5.0,4.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.652359748158593
7,1164,528,1164,1,168.0,0,0,80.0,0,0,0,1,37,37,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.84939770159144
8,2576,666,1234,2,466.0,1,0,82.0,324,1312,100,1,0,0,5.0,5.0,5.0,5.0,1.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,5,12.799175708864519
5,1812,672,360,2,0.0,1,0,76.0,344,780,0,0,110,14,3.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.84939770159144
7,1484,606,1473,2,109.0,0,712,70.0,0,0,35,0,6,5,4.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.269047444691562
4,1092,0,0,2,0.0,0,0,70.0,0,720,0,0,80,60,2.0,2.0,0.0,2.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0,1,10.915088464214607
7,1824,739,1643,2,351.0,2,1219,80.0,380,0,48,0,36,5,3.0,4.0,4.0,3.0,4.0,6.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.618182296357007
8,1324,550,1324,2,176.0,1,863,48.0,192,0,38,0,3,3,4.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.445089546000673
7,1456,400,728,2,0.0,1,0,65.0,100,728,24,1,0,0,4.0,4.0,4.0,5.0,3.0,1.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,1,3,12.09815330331068
5,904,408,876,1,41.0,0,0,71.0,0,0,0,0,42,42,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11.607326140391713
3,729,0,270,1,0.0,0,0,56.0,0,0,0,0,73,5,4.0,3.0,3.0,4.0,1.0,1.0,0.0,1.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,10.858998997563564
4,1178,384,859,1,0.0,0,0,66.0,68,319,0,0,110,60,3.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,1,11.540307141711446
8,1228,472,1228,2,0.0,1,767,40.0,168,0,120,0,20,19,4.0,4.0,4.0,4.0,2.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.14950229404178
4,960,576,960,1,160.0,0,789,60.0,0,0,288,0,36,36,3.0,3.0,3.0,3.0,3.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0,1,11.76756768334381
6,1479,475,725,2,289.0,0,533,71.0,0,754,44,1,34,5,4.0,4.0,3.0,5.0,1.0,6.0,2.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.779128505744886
6,1350,478,1064,2,174.0,1,0,78.0,0,0,0,0,35,35,3.0,3.0,4.0,3.0,1.0,1.0,2.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.013700752882718
7,2554,704,718,1,0.0,0,0,60.0,0,978,48,1,117,9,3.0,3.0,3.0,5.0,1.0,1.0,1.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.979799201207037
5,1178,439,1176,1,0.0,1,1084,80.0,224,0,0,1,35,8,3.0,4.0,4.0,4.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.964001084330445
7,2418,983,1311,2,651.0,1,1173,96.0,250,1093,154,1,15,14,4.0,4.0,4.0,5.0,4.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.739637756265655
5,971,300,971,1,0.0,1,523,69.0,0,0,0,1,37,37,3.0,3.0,4.0,3.0,4.0,5.0,1.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,11.763684183317412
8,1742,564,1742,2,0.0,1,1148,61.5,114,0,28,0,21,21,4.0,4.0,4.0,3.0,4.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.524526376648708
6,848,420,848,1,169.0,0,662,70.0,160,0,0,0,6,6,4.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,3,11.870599909242044
4,864,463,864,1,0.0,0,191,70.0,0,0,0,0,39,39,3.0,3.0,3.0,5.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.732060994886899
4,1470,548,941,2,0.0,0,0,60.0,0,473,0,0,54,36,3.0,3.0,3.0,5.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,11.813030057420567
9,1698,768,1698,2,340.0,1,1234,86.0,327,0,64,0,2,1,5.0,5.0,5.0,5.0,1.0,6.0,3.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,1,12.676076274775909
4,864,660,864,1,0.0,0,375,60.0,96,0,0,0,39,39,3.0,4.0,3.0,3.0,1.0,5.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,2,11.699405031912846
6,1680,540,880,2,260.0,1,808,74.0,292,0,44,0,21,2,4.0,4.0,4.0,5.0,1.0,6.0,3.0,3.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,4,12.310432660854417
7,1232,632,1232,2,82.0,0,724,64.0,132,0,0,0,2,2,4.0,4.0,4.0,5.0,3.0,6.0,2.0,3.0,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,3,12.178187442040638
5,1776,888,1584,2,95.0,0,0,85.0,0,0,25,0,51,51,3.0,3.0,3.0,3.0,1.0,1.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1,2,11.608235644774552
4,1208,539,780,1,0.0,0,152,52.0,0,0,23,0,84,59,3.0,3.0,3.0,3.0,1.0,4.0,1.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1,1,11.542484267211773
8,1616,608,1595,2,0.0,1,1180,39.0,237,0,152,0,15,14,4.0,4.0,4.0,5.0,1.0,6.0,2.0,3.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1,5,12.373703486914124
